CONCEPT_ID,ICD10code,description,body_system,Progressive,code_heading,CONCEPT_NAME,DOMAIN_ID,VOCABULARY_ID,standard_code,standard_name
45557046,C93.10,Chronic myelomonocytic leukemia not having achieved remission,malignancy,n/a,C93,Chronic myelomonocytic leukemia not having achieved remission,Condition,ICD10CM,4133599,Chronic myelomonocytic leukemia
45557047,C93.32,"Juvenile myelomonocytic leukemia, in relapse",malignancy,n/a,C93,"Juvenile myelomonocytic leukemia, in relapse",Condition,ICD10CM,40482847,Juvenile myelomonocytic leukemia
45557052,D03.39,Melanoma in situ of other parts of face,malignancy,n/a,D03,Melanoma in situ of other parts of face,Condition,ICD10CM,133713,Malignant melanoma of skin of face
45557053,D03.61,"Melanoma in situ of right upper limb, including shoulder",malignancy,n/a,D03,"Melanoma in situ of right upper limb, including shoulder",Condition,ICD10CM,4031111,Melanoma in situ of upper limb
45557087,D61.09,Other constitutional aplastic anemia,hematological,yes,D610,Other constitutional aplastic anemia,Condition,ICD10CM,140681,Constitutional aplastic anemia
45557088,D61.89,Other specified aplastic anemias and other bone marrow failure syndromes,hematological,yes,D6189,Other specified aplastic anemias and other bone marrow failure syndromes,Condition,ICD10CM,317248,Disorder of hematopoietic structure
45557089,D63.1,Anemia in chronic kidney disease,hematological,no,D63,Anemia in chronic kidney disease,Condition,ICD10CM,45768812,Anemia in chronic kidney disease
45557090,D68.312,Antiphospholipid antibody with hemorrhagic disorder,hematological,no,D68312,Antiphospholipid antibody with hemorrhagic disorder,Condition,ICD10CM,4098292,Antiphospholipid syndrome
45557091,D69.41,Evans syndrome,hematological,no,D6941,Evans syndrome,Condition,ICD10CM,436956,Evans syndrome
45557093,D70.4,Cyclic neutropenia,immunological,no,D704,Cyclic neutropenia,Condition,ICD10CM,432297,Cyclical neutropenia
45557100,D86.87,Sarcoid myositis,immunological,no,D86,Sarcoid myositis,Condition,ICD10CM,4105025,Sarcoid myopathy
45557101,D86.89,Sarcoidosis of other sites,immunological,no,D86,Sarcoidosis of other sites,Condition,ICD10CM,438688,Sarcoidosis
45557106,E08.01,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,endocrinological,no,E08,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,Condition,ICD10CM,4226238,Hyperosmolar coma due to diabetes mellitus
45557106,E08.01,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,endocrinological,no,E08,Diabetes mellitus due to underlying condition with hyperosmolarity with coma,Condition,ICD10CM,195771,Secondary diabetes mellitus
45557108,E09.622,Drug or chemical induced diabetes mellitus with other skin ulcer,endocrinological,no,E09,Drug or chemical induced diabetes mellitus with other skin ulcer,Condition,ICD10CM,4202383,Drug-induced diabetes mellitus
45557108,E09.622,Drug or chemical induced diabetes mellitus with other skin ulcer,endocrinological,no,E09,Drug or chemical induced diabetes mellitus with other skin ulcer,Condition,ICD10CM,4227657,Skin ulcer due to diabetes mellitus
45557109,E09.65,Drug or chemical induced diabetes mellitus with hyperglycemia,endocrinological,no,E09,Drug or chemical induced diabetes mellitus with hyperglycemia,Condition,ICD10CM,4202383,Drug-induced diabetes mellitus
45557109,E09.65,Drug or chemical induced diabetes mellitus with hyperglycemia,endocrinological,no,E09,Drug or chemical induced diabetes mellitus with hyperglycemia,Condition,ICD10CM,40480068,Drug-induced hyperglycemia
45557110,E10.11,Type 1 diabetes mellitus with ketoacidosis with coma,endocrinological,no,E10,Type 1 diabetes mellitus with ketoacidosis with coma,Condition,ICD10CM,4224254,Ketoacidotic coma due to type 1 diabetes mellitus
45557111,E10.630,Type 1 diabetes mellitus with periodontal disease,endocrinological,no,E10,Type 1 diabetes mellitus with periodontal disease,Condition,ICD10CM,442793,Complication due to diabetes mellitus
45557111,E10.630,Type 1 diabetes mellitus with periodontal disease,endocrinological,no,E10,Type 1 diabetes mellitus with periodontal disease,Condition,ICD10CM,134398,Periodontal disease
45557111,E10.630,Type 1 diabetes mellitus with periodontal disease,endocrinological,no,E10,Type 1 diabetes mellitus with periodontal disease,Condition,ICD10CM,201254,Type 1 diabetes mellitus
45557113,E11.42,Type 2 diabetes mellitus with diabetic polyneuropathy,endocrinological,no,E11,Type 2 diabetes mellitus with diabetic polyneuropathy,Condition,ICD10CM,37017432,Polyneuropathy due to type 2 diabetes mellitus
45557116,E13.622,Other specified diabetes mellitus with other skin ulcer,endocrinological,no,E13,Other specified diabetes mellitus with other skin ulcer,Condition,ICD10CM,4227657,Skin ulcer due to diabetes mellitus
45557116,E13.622,Other specified diabetes mellitus with other skin ulcer,endocrinological,no,E13,Other specified diabetes mellitus with other skin ulcer,Condition,ICD10CM,201820,Diabetes mellitus
45557137,E75.23,Krabbe disease,metabolic,yes,E7523,Krabbe disease,Condition,ICD10CM,4105341,Galactosylceramide beta-galactosidase deficiency
45557142,E83.118,Other hemochromatosis,metabolic,yes,E83,Other hemochromatosis,Condition,ICD10CM,4163735,Hemochromatosis
45557145,E89.40,Asymptomatic postprocedural ovarian failure,endocrinological,No,E894,Asymptomatic postprocedural ovarian failure,Condition,ICD10CM,762441,Postprocedural asymptomatic ovarian failure
45557201,F31.75,"Bipolar disorder, in partial remission, most recent episode depressed",mental health,no,F31,"Bipolar disorder, in partial remission, most recent episode depressed",Condition,ICD10CM,4177651,Depressed bipolar I disorder in partial remission
45557208,F44.81,Dissociative identity disorder,mental health,no,F448,Dissociative identity disorder,Condition,ICD10CM,435230,Multiple personality disorder
45557214,F60.89,Other specific personality disorders,mental health,no,F60,Other specific personality disorders,Condition,ICD10CM,441838,Personality disorder
45557228,G40.119,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus",neurological,no,G401,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus",Condition,ICD10CM,43530626,Simple partial seizure
45557228,G40.119,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus",neurological,no,G401,"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus",Condition,ICD10CM,4309257,Refractory localization-related epilepsy
45557229,G40.301,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, with status epilepticus",neurological,no,G403,"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, with status epilepticus",Condition,ICD10CM,46270365,Status epilepticus due to generalized idiopathic epilepsy
45557230,G40.319,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus",neurological,no,G403,"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus",Condition,ICD10CM,46271795,Refractory idiopathic generalized epilepsy
45557233,G40.812,"Lennox-Gastaut syndrome, not intractable, without status epilepticus",neurological,yes,G4081,"Lennox-Gastaut syndrome, not intractable, without status epilepticus",Condition,ICD10CM,4046213,Lennox-Gastaut syndrome
45557234,G40.A09,"Absence epileptic syndrome, not intractable, without status epilepticus",neurological,no,G40A,"Absence epileptic syndrome, not intractable, without status epilepticus",Condition,ICD10CM,4194232,Absence seizure
45557244,G56.22,"Lesion of ulnar nerve, left upper limb",neurological,no,G56,"Lesion of ulnar nerve, left upper limb",Condition,ICD10CM,374027,Lesion of ulnar nerve
45557245,G56.40,Causalgia of unspecified upper limb,neurological,no,G56,Causalgia of unspecified upper limb,Condition,ICD10CM,4237315,"Complex regional pain syndrome, type II, upper limb"
45557246,G57.02,"Lesion of sciatic nerve, left lower limb",neurological,no,G57,"Lesion of sciatic nerve, left lower limb",Condition,ICD10CM,372888,Sciatic nerve lesion
45557247,G57.20,"Lesion of femoral nerve, unspecified lower limb",neurological,no,G57,"Lesion of femoral nerve, unspecified lower limb",Condition,ICD10CM,439807,Femoral neuropathy
45557248,G57.32,"Lesion of lateral popliteal nerve, left lower limb",neurological,no,G57,"Lesion of lateral popliteal nerve, left lower limb",Condition,ICD10CM,437262,Common peroneal nerve lesion
45557249,G57.40,"Lesion of medial popliteal nerve, unspecified lower limb",neurological,no,G57,"Lesion of medial popliteal nerve, unspecified lower limb",Condition,ICD10CM,4161309,Tibial nerve lesion
45557252,G70.00,Myasthenia gravis without (acute) exacerbation,neurological,no,G7000,Myasthenia gravis without (acute) exacerbation,Condition,ICD10CM,43531561,Myasthenia gravis without exacerbation
45557254,G71.12,Myotonia congenita,neurological,yes,G7112,Myotonia congenita,Condition,ICD10CM,37117999,Myotonia congenita
45557257,G81.10,Spastic hemiplegia affecting unspecified side,neurological,no,G81,Spastic hemiplegia affecting unspecified side,Condition,ICD10CM,375528,Spastic hemiplegia
45557258,G83.23,Monoplegia of upper limb affecting right nondominant side,neurological,no,G832,Monoplegia of upper limb affecting right nondominant side,Condition,ICD10CM,380393,Monoplegia of upper limb affecting non-dominant side
45557260,G83.34,"Monoplegia, unspecified affecting left nondominant side",neurological,no,G833,"Monoplegia, unspecified affecting left nondominant side",Condition,ICD10CM,381548,Monoplegia
45557334,H15.033,"Posterior scleritis, bilateral",ophthalmological,no,H150,"Posterior scleritis, bilateral",Condition,ICD10CM,440732,Posterior scleritis
45557335,H15.053,"Scleromalacia perforans, bilateral",ophthalmological,no,H150,"Scleromalacia perforans, bilateral",Condition,ICD10CM,432645,Scleromalacia perforans
45557336,H15.819,"Equatorial staphyloma, unspecified eye",ophthalmological,no,H158,"Equatorial staphyloma, unspecified eye",Condition,ICD10CM,444254,Equatorial staphyloma
45557337,H15.833,"Staphyloma posticum, bilateral",ophthalmological,no,H158,"Staphyloma posticum, bilateral",Condition,ICD10CM,438767,Staphyloma posticum
45557338,H15.853,"Ring staphyloma, bilateral",ophthalmological,no,H158,"Ring staphyloma, bilateral",Condition,ICD10CM,439828,Ring staphyloma
45557364,H20.23,"Lens-induced iridocyclitis, bilateral",ophthalmological,no,H202,"Lens-induced iridocyclitis, bilateral",Condition,ICD10CM,438751,Lens-induced iridocyclitis
45557368,H21.243,"Degeneration of pupillary margin, bilateral",ophthalmological,no,H212,"Degeneration of pupillary margin, bilateral",Condition,ICD10CM,441856,Degeneration of pupillary margin
45557374,H21.523,"Goniosynechiae, bilateral",ophthalmological,no,H2152,"Goniosynechiae, bilateral",Condition,ICD10CM,441016,Peripheral anterior synechiae
45557375,H21.89,Other specified disorders of iris and ciliary body,ophthalmological,no,H218,Other specified disorders of iris and ciliary body,Condition,ICD10CM,442770,Disorder of ciliary body
45557385,H27.139,"Posterior dislocation of lens, unspecified eye",ophthalmological,no,H2713,"Posterior dislocation of lens, unspecified eye",Condition,ICD10CM,374363,Posterior dislocation of lens
45557386,H30.049,"Focal chorioretinal inflammation, macular or paramacular, unspecified eye",ophthalmological,no,H300,"Focal chorioretinal inflammation, macular or paramacular, unspecified eye",Condition,ICD10CM,434638,Paramacular focal retinitis AND retinochoroiditis
45557387,H30.101,"Unspecified disseminated chorioretinal inflammation, right eye",ophthalmological,no,H301,"Unspecified disseminated chorioretinal inflammation, right eye",Condition,ICD10CM,433762,Disseminated chorioretinitis
45557389,H30.812,"Harada's disease, left eye",ophthalmological,no,H3081,"Harada's disease, left eye",Condition,ICD10CM,4108968,Vogt-Koyanagi-Harada disease
45557390,H31.091,"Other chorioretinal scars, right eye",ophthalmological,no,H310,"Other chorioretinal scars, right eye",Condition,ICD10CM,433196,Chorioretinal scar
45557391,H31.302,"Unspecified choroidal hemorrhage, left eye",ophthalmological,no,H313,"Unspecified choroidal hemorrhage, left eye",Condition,ICD10CM,437867,Choroidal hemorrhage
45557392,H31.311,"Expulsive choroidal hemorrhage, right eye",ophthalmological,no,H313,"Expulsive choroidal hemorrhage, right eye",Condition,ICD10CM,432625,Expulsive choroidal hemorrhage
45557393,H31.419,"Hemorrhagic choroidal detachment, unspecified eye",ophthalmological,no,H314,"Hemorrhagic choroidal detachment, unspecified eye",Condition,ICD10CM,435254,Hemorrhagic choroidal detachment
45557394,H33.301,"Unspecified retinal break, right eye",ophthalmological,no,H333,"Unspecified retinal break, right eye",Condition,ICD10CM,376971,Retinal defect
45557395,H34.13,"Central retinal artery occlusion, bilateral",ophthalmological,no,H34,"Central retinal artery occlusion, bilateral",Condition,ICD10CM,437540,Central retinal artery occlusion
45557397,H34.821,"Venous engorgement, right eye",ophthalmological,no,H34,"Venous engorgement, right eye",Condition,ICD10CM,436692,Retinal venous engorgement
45557398,H34.823,"Venous engorgement, bilateral",ophthalmological,no,H34,"Venous engorgement, bilateral",Condition,ICD10CM,436692,Retinal venous engorgement
45557399,H35.022,"Exudative retinopathy, left eye",ophthalmological,no,H350,"Exudative retinopathy, left eye",Condition,ICD10CM,373756,Exudative retinopathy
45557400,H35.041,"Retinal micro-aneurysms, unspecified, right eye",ophthalmological,no,H350,"Retinal micro-aneurysms, unspecified, right eye",Condition,ICD10CM,432890,Microaneurysm of retinal artery
45557405,H35.341,"Macular cyst, hole, or pseudohole, right eye",ophthalmological,no,H3534,"Macular cyst, hole, or pseudohole, right eye",Condition,ICD10CM,4030035,Macular retinal cyst
45557406,H35.342,"Macular cyst, hole, or pseudohole, left eye",ophthalmological,no,H3534,"Macular cyst, hole, or pseudohole, left eye",Condition,ICD10CM,4030035,Macular retinal cyst
45557407,H35.421,"Microcystoid degeneration of retina, right eye",ophthalmological,no,H3542,"Microcystoid degeneration of retina, right eye",Condition,ICD10CM,372891,Microcystoid retinal degeneration
45557408,H35.50,Unspecified hereditary retinal dystrophy,ophthalmological,no,H355,Unspecified hereditary retinal dystrophy,Condition,ICD10CM,377270,Hereditary retinal dystrophy
45557416,H40.10X0,"Unspecified open-angle glaucoma, stage unspecified",ophthalmological,no,H401,"Unspecified open-angle glaucoma, stage unspecified",Condition,ICD10CM,441284,Open-angle glaucoma
45557417,H40.10X1,"Unspecified open-angle glaucoma, mild stage",ophthalmological,no,H401,"Unspecified open-angle glaucoma, mild stage",Condition,ICD10CM,441284,Open-angle glaucoma
45557418,H40.10X3,"Unspecified open-angle glaucoma, severe stage",ophthalmological,no,H401,"Unspecified open-angle glaucoma, severe stage",Condition,ICD10CM,441284,Open-angle glaucoma
45557421,H40.1491,"Capsular glaucoma with pseudoexfoliation of lens, unspecified eye, mild stage",ophthalmological,no,H401,"Capsular glaucoma with pseudoexfoliation of lens, unspecified eye, mild stage",Condition,ICD10CM,437273,Pseudoexfoliation glaucoma
45557423,H40.211,"Acute angle-closure glaucoma, right eye",ophthalmological,no,H402,"Acute angle-closure glaucoma, right eye",Condition,ICD10CM,436108,Acute angle-closure glaucoma
45557424,H40.2221,"Chronic angle-closure glaucoma, left eye, mild stage",ophthalmological,no,H402,"Chronic angle-closure glaucoma, left eye, mild stage",Condition,ICD10CM,432312,Chronic angle-closure glaucoma
45557425,H40.241,"Residual stage of angle-closure glaucoma, right eye",ophthalmological,no,H402,"Residual stage of angle-closure glaucoma, right eye",Condition,ICD10CM,4191001,Angle-closure glaucoma
45557425,H40.241,"Residual stage of angle-closure glaucoma, right eye",ophthalmological,no,H402,"Residual stage of angle-closure glaucoma, right eye",Condition,ICD10CM,765692,Disorder of right eye
45557426,H40.30X1,"Glaucoma secondary to eye trauma, unspecified eye, mild stage",ophthalmological,no,H403,"Glaucoma secondary to eye trauma, unspecified eye, mild stage",Condition,ICD10CM,440396,Glaucoma associated with ocular trauma
45557428,H40.31X4,"Glaucoma secondary to eye trauma, right eye, indeterminate stage",ophthalmological,no,H403,"Glaucoma secondary to eye trauma, right eye, indeterminate stage",Condition,ICD10CM,440396,Glaucoma associated with ocular trauma
45557430,H40.63X3,"Glaucoma secondary to drugs, bilateral, severe stage",ophthalmological,no,H406,"Glaucoma secondary to drugs, bilateral, severe stage",Condition,ICD10CM,4246656,Drug-induced glaucoma
45557432,H43.21,"Crystalline deposits in vitreous body, right eye",ophthalmological,no,H432,"Crystalline deposits in vitreous body, right eye",Condition,ICD10CM,316126,Crystalline deposits in vitreous
45557433,H43.812,"Vitreous degeneration, left eye",ophthalmological,no,H4381,"Vitreous degeneration, left eye",Condition,ICD10CM,320420,Vitreous degeneration
45557437,H44.50,Unspecified degenerated conditions of globe,ophthalmological,no,H4450,Unspecified degenerated conditions of globe,Condition,ICD10CM,375807,Degenerative disorder of eye
45557442,H46.3,Toxic optic neuropathy,ophthalmological,no,H46,Toxic optic neuropathy,Condition,ICD10CM,377570,Toxic optic neuropathy
45557445,H47.232,"Glaucomatous optic atrophy, left eye",ophthalmological,no,H472,"Glaucomatous optic atrophy, left eye",Condition,ICD10CM,438155,Glaucomatous atrophy of optic disc
45557446,H47.292,"Other optic atrophy, left eye",ophthalmological,no,H472,"Other optic atrophy, left eye",Condition,ICD10CM,372914,Optic atrophy
45557447,H47.311,"Coloboma of optic disc, right eye",ophthalmological,no,H4731,"Coloboma of optic disc, right eye",Condition,ICD10CM,4196227,Congenital coloboma of optic disc
45557448,H47.322,"Drusen of optic disc, left eye",ophthalmological,no,H4732,"Drusen of optic disc, left eye",Condition,ICD10CM,436701,Drusen of optic disc
45557449,H47.41,Disorders of optic chiasm in (due to) inflammatory disorders,ophthalmological,no,H474,Disorders of optic chiasm in (due to) inflammatory disorders,Condition,ICD10CM,4109394,Inflammatory disorder of optic chiasm
45557450,H47.532,"Disorders of visual pathways in (due to) vascular disorders, left side",ophthalmological,no,H475,"Disorders of visual pathways in (due to) vascular disorders, left side",Condition,ICD10CM,254361,Disorder of visual pathways associated with vascular disorder
45557452,H49.23,"Sixth [abducent] nerve palsy, bilateral",ophthalmological,no,H492,"Sixth [abducent] nerve palsy, bilateral",Condition,ICD10CM,381572,Abducens nerve palsy
45557453,H49.33,"Total (external) ophthalmoplegia, bilateral",ophthalmological,no,H493,"Total (external) ophthalmoplegia, bilateral",Condition,ICD10CM,380412,Total ophthalmoplegia
45557454,H49.40,"Progressive external ophthalmoplegia, unspecified eye",ophthalmological,no,H494,"Progressive external ophthalmoplegia, unspecified eye",Condition,ICD10CM,379027,Progressive external ophthalmoplegia
45557455,H49.889,"Other paralytic strabismus, unspecified eye",ophthalmological,no,H4988,"Other paralytic strabismus, unspecified eye",Condition,ICD10CM,381862,Paralytic strabismus
45557461,H50.69,Other mechanical strabismus,ophthalmological,no,H5069,Other mechanical strabismus,Condition,ICD10CM,378157,Mechanical strabismus
45557508,H71.20,"Cholesteatoma of mastoid, unspecified ear",otologic,no,H71,"Cholesteatoma of mastoid, unspecified ear",Condition,ICD10CM,4335739,Mastoid cholesteatoma
45557517,H74.21,"Discontinuity and dislocation of ear ossicles, right ear",otologic,no,H74,Discontinuity and dislocation of right ear ossicles,Condition,ICD10CM,4085406,Disorder of ear ossicles
45557518,H74.8X1,Other specified disorders of right middle ear and mastoid,otologic,no,H74,Other specified disorders of right middle ear and mastoid,Condition,ICD10CM,40489808,Disorder of both middle ear and mastoid
45557519,H74.8X2,Other specified disorders of left middle ear and mastoid,otologic,no,H74,Other specified disorders of left middle ear and mastoid,Condition,ICD10CM,40489808,Disorder of both middle ear and mastoid
45557520,H74.8X3,"Other specified disorders of middle ear and mastoid, bilateral",otologic,no,H74,"Other specified disorders of middle ear and mastoid, bilateral",Condition,ICD10CM,40489808,Disorder of both middle ear and mastoid
45557522,H80.23,"Cochlear otosclerosis, bilateral",otologic,no,H80,"Cochlear otosclerosis, bilateral",Condition,ICD10CM,434365,Cochlear otosclerosis
45557524,H81.90,"Unspecified disorder of vestibular function, unspecified ear",otologic,no,H81,"Unspecified disorder of vestibular function, unspecified ear",Condition,ICD10CM,81303,Labyrinthine disorder
45557527,H93.093,"Unspecified degenerative and vascular disorders of ear, bilateral",otologic,no,H93093,"Unspecified degenerative and vascular disorders of ear, bilateral",Condition,ICD10CM,378161,Disorder of ear
45557528,H93.19,"Tinnitus, unspecified ear",otologic,no,H9319,"Tinnitus, unspecified ear",Condition,ICD10CM,377575,Tinnitus
45557536,I21.29,ST elevation (STEMI) myocardial infarction involving other sites,cardiac,yes,I21,ST elevation (STEMI) myocardial infarction involving other sites,Condition,ICD10CM,4296653,Acute ST segment elevation myocardial infarction
45557538,I25.41,Coronary artery aneurysm,cardiac,yes,I254,Coronary artery aneurysm,Condition,ICD10CM,316427,Aneurysm of coronary vessels
45557544,I45.10,Unspecified right bundle-branch block,cardiac,no,I4510,Unspecified right bundle-branch block,Condition,ICD10CM,314059,Right bundle branch block
45557551,I63.112,Cerebral infarction due to embolism of left vertebral artery,neurological,yes,I631,Cerebral infarction due to embolism of left vertebral artery,Condition,ICD10CM,4274969,Vertebral artery embolism
45557551,I63.112,Cerebral infarction due to embolism of left vertebral artery,neurological,yes,I631,Cerebral infarction due to embolism of left vertebral artery,Condition,ICD10CM,4110190,Cerebral infarction due to embolism of precerebral arteries
45557556,I65.22,Occlusion and stenosis of left carotid artery,neurological,yes,I65,Occlusion and stenosis of left carotid artery,Condition,ICD10CM,4153380,Disorder of carotid artery
45557566,I69.931,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side,neurological,no,I699,Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side,Condition,ICD10CM,443525,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident
45557567,I69.990,Apraxia following unspecified cerebrovascular disease,neurological,no,I699,Apraxia following unspecified cerebrovascular disease,Condition,ICD10CM,443551,Apraxia due to cerebrovascular accident
45557598,I82.543,Chronic embolism and thrombosis of bilateral tibial vein,cardiac,no,I825,"Chronic embolism and thrombosis of tibial vein, bilateral",Condition,ICD10CM,40488439,Abnormality of systemic vein
45557598,I82.543,Chronic embolism and thrombosis of bilateral tibial vein,cardiac,no,I825,"Chronic embolism and thrombosis of tibial vein, bilateral",Condition,ICD10CM,40480453,Disorder of vein of lower extremity
45557626,J45.42,Moderate persistent asthma with status asthmaticus,pulmonary/respiratory,no,J45,Moderate persistent asthma with status asthmaticus,Condition,ICD10CM,45769351,Acute severe exacerbation of moderate persistent asthma
45557647,K22.719,"Barrett's esophagus with dysplasia, unspecified",gastrointestinal,no,K227,"Barrett's esophagus with dysplasia, unspecified",Condition,ICD10CM,46269823,Barretts esophagus with dysplasia
45557653,K50.014,Crohn's disease of small intestine with abscess,gastrointestinal,no,K50,Crohn's disease of small intestine with abscess,Condition,ICD10CM,46269883,Abscess of intestine co-occurrent and due to Crohn's disease of small intestine
45557654,K50.912,"Crohn's disease, unspecified, with intestinal obstruction",gastrointestinal,no,K50,"Crohn's disease, unspecified, with intestinal obstruction",Condition,ICD10CM,46269890,Intestinal obstruction due to Crohn's disease
45557657,K51.30,Ulcerative (chronic) rectosigmoiditis without complications,gastrointestinal,no,K513,Ulcerative (chronic) rectosigmoiditis without complications,Condition,ICD10CM,77317,Chronic ulcerative rectosigmoiditis
45557716,L89.020,"Pressure ulcer of left elbow, unstageable",dermatological,no,L89,"Pressure ulcer of left elbow, unstageable",Condition,ICD10CM,439410,Pressure ulcer of elbow
45557717,L89.110,"Pressure ulcer of right upper back, unstageable",dermatological,no,L89,"Pressure ulcer of right upper back, unstageable",Condition,ICD10CM,44783165,Pressure ulcer of upper back
45557718,L89.321,"Pressure ulcer of left buttock, stage 1",dermatological,no,L89,"Pressure ulcer of left buttock, stage 1",Condition,ICD10CM,132393,Pressure ulcer stage 1
45557718,L89.321,"Pressure ulcer of left buttock, stage 1",dermatological,no,L89,"Pressure ulcer of left buttock, stage 1",Condition,ICD10CM,200485,Pressure ulcer of buttock
45557719,L89.322,"Pressure ulcer of left buttock, stage 2",dermatological,no,L89,"Pressure ulcer of left buttock, stage 2",Condition,ICD10CM,137945,Pressure ulcer stage 2
45557719,L89.322,"Pressure ulcer of left buttock, stage 2",dermatological,no,L89,"Pressure ulcer of left buttock, stage 2",Condition,ICD10CM,200485,Pressure ulcer of buttock
45557720,L89.504,"Pressure ulcer of unspecified ankle, stage 4",dermatological,no,L89,"Pressure ulcer of unspecified ankle, stage 4",Condition,ICD10CM,44782446,Pressure ulcer of ankle
45557720,L89.504,"Pressure ulcer of unspecified ankle, stage 4",dermatological,no,L89,"Pressure ulcer of unspecified ankle, stage 4",Condition,ICD10CM,137345,Pressure ulcer stage 4
45557721,L89.523,"Pressure ulcer of left ankle, stage 3",dermatological,no,L89,"Pressure ulcer of left ankle, stage 3",Condition,ICD10CM,135340,Pressure ulcer stage 3
45557721,L89.523,"Pressure ulcer of left ankle, stage 3",dermatological,no,L89,"Pressure ulcer of left ankle, stage 3",Condition,ICD10CM,44782446,Pressure ulcer of ankle
45557722,L89.814,"Pressure ulcer of head, stage 4",dermatological,no,L89,"Pressure ulcer of head, stage 4",Condition,ICD10CM,4025937,Pressure ulcer of head
45557722,L89.814,"Pressure ulcer of head, stage 4",dermatological,no,L89,"Pressure ulcer of head, stage 4",Condition,ICD10CM,137345,Pressure ulcer stage 4
45557723,L89.93,"Pressure ulcer of unspecified site, stage 3",dermatological,no,L89,"Pressure ulcer of unspecified site, stage 3",Condition,ICD10CM,135340,Pressure ulcer stage 3
45557728,L97.121,Non-pressure chronic ulcer of left thigh limited to breakdown of skin,dermatological,no,L97,Non-pressure chronic ulcer of left thigh limited to breakdown of skin,Condition,ICD10CM,46269757,Chronic ulcer of skin of lower leg
45557728,L97.121,Non-pressure chronic ulcer of left thigh limited to breakdown of skin,dermatological,no,L97,Non-pressure chronic ulcer of left thigh limited to breakdown of skin,Condition,ICD10CM,4324315,Chronic ulcer of thigh
45557729,L97.124,Non-pressure chronic ulcer of left thigh with necrosis of bone,dermatological,no,L97,Non-pressure chronic ulcer of left thigh with necrosis of bone,Condition,ICD10CM,4324315,Chronic ulcer of thigh
45557729,L97.124,Non-pressure chronic ulcer of left thigh with necrosis of bone,dermatological,no,L97,Non-pressure chronic ulcer of left thigh with necrosis of bone,Condition,ICD10CM,43530876,Necrosis of anatomical site
45557729,L97.124,Non-pressure chronic ulcer of left thigh with necrosis of bone,dermatological,no,L97,Non-pressure chronic ulcer of left thigh with necrosis of bone,Condition,ICD10CM,75909,Disorder of bone
45557730,L97.214,Non-pressure chronic ulcer of right calf with necrosis of bone,dermatological,no,L97,Non-pressure chronic ulcer of right calf with necrosis of bone,Condition,ICD10CM,46273461,Necrosis of calf bone co-occurrent and due to chronic ulcer of calf
45557731,L97.301,Non-pressure chronic ulcer of unspecified ankle limited to breakdown of skin,dermatological,no,L97,Non-pressure chronic ulcer of unspecified ankle limited to breakdown of skin,Condition,ICD10CM,46269750,Chronic ulcer of skin of ankle
45557732,L97.319,Non-pressure chronic ulcer of right ankle with unspecified severity,dermatological,no,L97,Non-pressure chronic ulcer of right ankle with unspecified severity,Condition,ICD10CM,4179675,Chronic ulcer of ankle
45557733,L97.513,Non-pressure chronic ulcer of other part of right foot with necrosis of muscle,dermatological,no,L97,Non-pressure chronic ulcer of other part of right foot with necrosis of muscle,Condition,ICD10CM,4181965,Chronic ulcer of foot
45557734,L97.802,Non-pressure chronic ulcer of other part of unspecified lower leg with fat layer exposed,dermatological,no,L97,Non-pressure chronic ulcer of other part of unspecified lower leg with fat layer exposed,Condition,ICD10CM,46269757,Chronic ulcer of skin of lower leg
45557735,L97.813,Non-pressure chronic ulcer of other part of right lower leg with necrosis of muscle,dermatological,no,L97,Non-pressure chronic ulcer of other part of right lower leg with necrosis of muscle,Condition,ICD10CM,37016108,Necrosis of lower leg muscle co-occurrent and due to chronic ulcer of lower leg
45557736,L97.909,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity,dermatological,no,L97,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified severity,Condition,ICD10CM,46269757,Chronic ulcer of skin of lower leg
45557737,L98.491,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,dermatological,no,L984,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin,Condition,ICD10CM,134441,Chronic ulcer of skin
